39	1	436	00:01:42.525	102.525	70.226	11:44:59.506	42299.506	
39	1	437	00:01:41.373	101.373	71.024	11:46:40.879	42400.879	
39	1	438	00:01:40.602	100.602	71.569	11:48:21.481	42501.481	
39	1	439	00:01:39.374	99.374	72.453	11:50:00.855	42600.855	
39	1	440	00:01:39.824	99.824	72.126	11:51:40.679	42700.679	
39	1	441	00:01:40.347	100.347	71.751	11:53:21.026	42801.026	
39	1	442	00:01:42.134	102.134	70.495	11:55:03.160	42903.160	
39	1	443	00:01:39.308	99.308	72.501	11:56:42.468	43002.468	
39	1	444	00:01:38.934	98.934	72.775	11:58:21.402	43101.402	
39	1	445	00:01:41.490	101.490	70.942	12:00:02.892	43202.892	
39	1	446	00:01:41.405	101.405	71.002	12:01:44.297	43304.297	
